lineId_stopIdOrigen_stopIdDestino,velocidad_promedio,muestras
305_519043_519289,12.81,21
2273_518154_518027,6.40,2
2401_514346_514392,4.75,1
376_517063_517062,24.92,23
376_517063_517061,12.75,2
2524_501501_512022,0.09,1
376_517063_517064,11.62,4
427_502450_512022,22.49,361
2471_517007_516093,30.51,2
306_519190_519192,9.78,1
306_519190_519191,23.15,275
2243_514053_514052,3.07,5
282_514262_518160,58.02,1
2242_512203_512049,19.86,9
271_511417_511319,45.85,1
282_512081_500101,22.35,5
2211_515213_516082,0.26,1
2121_500103_514155,3.58,1
2243_514023_514467,25.46,26
2473_515037_515036,23.14,57
2242_513220_513219,18.21,130
243_514154_514155,17.64,200
332_513209_513183,21.95,3
243_514154_514153,22.35,64
322_512121_500110,6.71,1
2121_500103_514154,34.89,1
271_511417_511323,31.78,1
3112_511266_511258,2.05,128
2801_518069_518071,37.33,2
1571_502851_502801,20.56,95
2121_515142_511278,20.52,1
452_512023_502350,16.83,208
318_511459_511021,10.90,1
1571_502951_501600,25.19,2
2301_513262_513258,56.54,1
322_512065_512064,21.30,355
322_512065_512062,8.71,119
3172_511124_511493,17.47,59
2243_514053_514054,31.95,76
311_511046_511496,6.54,2
2121_515142_511281,15.52,2
2402_514114_513149,4.49,96
2402_514156_500157,10.44,13
3122_511289_511286,21.18,546
375_517144_517173,38.97,323
421_501950_501750,1.03,1
2402_514156_500150,24.61,450
311_511255_511031,21.41,490
3372_513197_513201,13.36,2
2102_511284_501400,1.26,1
322_512065_512032,18.62,7
375_517144_517179,31.46,59
305_519163_512103,26.03,286
2301_513262_513260,24.26,481
2211_511318_502312,23.53,1
2242_513220_513234,10.67,1
305_519163_512101,10.71,81
427_512181_512144,0.14,1
2211_518194_516267,20.28,1
2401_519141_519140,19.59,71
3452_514458_514457,11.22,13
318_511334_511335,0.23,1
2141_511491_511490,13.41,29
3452_514458_514459,21.88,158
2473_514367_514382,24.73,41
431_502151_501951,34.48,2
2471_514076_514377,13.04,419
2471_514076_514379,15.65,1
272_513269_513015,29.00,445
2273_514410_518027,32.36,1
357_514246_514326,26.28,182
323_512184_512153,5.32,2
437_504009_501853,7.17,1
131_502300_504016,24.75,1
3192_511379_511050,20.49,1
282_513193_512181,1.67,1
3131_511456_511034,6.89,1
441_501250_501350,23.03,3
3192_511379_511051,14.89,90
3192_511379_511052,22.19,271
3192_511379_511053,30.14,1
352_514433_514441,23.81,105
3172_511110_511020,42.56,2
3411_514035_514246,22.90,12
2102_511279_501400,7.95,2
2101_516051_516110,16.75,1
272_513267_512037,0.70,1
3371_513078_513106,2.70,2
2242_512147_512006,14.56,1
2471_518004_500154,4.77,1
140_501500_501550,22.23,811
2524_516090_516088,6.67,139
3413_514052_514053,17.91,132
421_502151_501855,8.96,1
3413_514052_514051,14.53,82
2273_518027_501101,7.51,1
375_517168_500055,53.97,1
3721_517204_517278,14.89,64
352_515196_515159,1.89,1
322_512091_512121,11.92,1
2273_518027_514409,36.69,1
271_511419_511098,11.02,3
272_511313_511315,19.39,355
2102_501400_511105,1.20,1
2301_512019_513050,19.77,2
2402_513100_500157,13.41,1
333_513054_513053,16.88,78
333_513054_513055,16.61,359
352_515247_515248,16.92,116
352_515247_515249,33.53,2
3011_500601_501001,12.19,1
282_518136_518155,26.73,225
2274_517105_517104,18.91,82
2473_515037_515058,15.42,191
2473_515037_515059,18.12,3
2102_511105_511104,28.76,11
347_514021_514467,39.05,779
2211_511098_511223,27.48,1
333_513054_513043,13.67,1
2243_514048_514047,11.87,28
357_514376_514076,35.43,18
357_514376_514079,43.98,25
140_501200_501350,42.36,3
323_512184_512186,24.93,4
323_512184_512185,19.63,153
333_513054_513044,10.30,3
2243_514399_514010,22.50,42
3441_514070_514071,25.59,1
2141_514401_514367,47.59,4
352_514433_514432,23.18,4
3722_517223_517222,5.85,67
3441_514070_514069,11.73,114
2121_514401_514113,16.96,1
375_517144_517143,17.06,70
2473_515037_515060,0.05,1
2274_513272_500600,10.26,1
3121_517276_511449,34.96,15
333_513054_513030,29.62,1
3413_514020_500156,20.83,38
2121_514417_514367,22.59,1
334_513066_513307,16.67,5
2211_516268_511271,36.75,1
373_517155_517154,28.24,79
2521_514114_512105,6.99,1
3371_513083_513100,16.07,1
441_501150_501250,6.87,1
243_513009_513007,30.75,1
3192_511461_511187,9.73,1
333_513054_513029,24.71,8
2524_516264_516092,18.85,2
441_501250_501300,37.91,403
3442_514163_514092,29.53,2
2524_502351_500603,10.49,267
3442_514163_514088,20.42,1
3442_514163_514087,4.03,1
282_513148_514262,0.23,1
2524_518046_518194,30.05,595
243_513009_513008,16.06,7
2141_514401_514382,32.22,153
2273_513013_513256,23.75,1
2524_516090_516094,6.65,2
140_501200_501300,50.50,2
2242_514157_514080,23.75,426
2212_516120_511276,44.33,1
2141_515238_515010,21.41,1
376_517064_500058,2.18,1
2141_515238_515014,32.24,122
2524_516090_516092,27.16,463
3192_511379_511076,19.85,13
2524_516264_516096,18.40,62
3441_514056_500162,10.64,22
2524_512022_518036,0.98,1
2104_519026_501451,11.02,3
2471_501850_516268,23.56,2
3131_511480_511481,34.95,303
421_501001_502351,21.05,2
347_514195_514194,7.39,61
347_514195_514196,26.35,881
2273_501151_501101,38.12,349
243_514080_514157,13.98,45
2121_515013_515020,17.59,21
2121_515013_515021,36.30,289
2274_500600_500900,36.75,310
3131_511480_511479,20.71,75
2524_512022_518045,2.49,1
2472_518147_518050,26.25,1
1571_502751_502701,29.31,2
2212_513062_513113,43.98,3
2212_512019_513049,51.60,1
2471_516093_516112,24.57,1
334_513068_513066,31.51,582
334_513068_513067,60.34,2
272_512206_512054,6.08,1
2212_513062_513111,32.52,407
305_512104_519041,18.02,1
3721_517204_517203,17.03,4
2101_502251_502303,7.69,83
2101_502303_519022,11.09,1
3721_517204_517205,22.62,247
2101_502303_519026,0.23,1
2121_514001_515021,0.30,1
2521_512057_512111,22.56,205
2121_514001_515020,17.33,2
243_514098_514113,18.82,4
2471_514382_518003,18.98,2
311_511232_511215,20.78,10
2212_513013_513062,27.83,396
2521_512115_513205,19.80,38
2471_515069_515151,8.22,10
2102_516224_511105,30.72,3
3133_502310_502309,5.80,179
2102_516224_511104,20.11,244
243_513158_513008,25.04,1
2211_519175_519013,10.04,156
243_513158_513009,6.05,9
2273_501150_518077,31.76,2
2471_517009_517010,12.58,93
243_513158_514365,9.06,1
3452_514386_514126,29.64,5
142_502350_512023,7.39,216
142_502350_512022,7.80,4
2471_516093_516134,3.13,56
2473_515143_511311,27.84,1
2521_515058_515122,8.26,1
2274_512017_513015,29.53,1
370_517196_517195,20.49,17
3721_517204_517225,12.64,171
3721_517204_517224,25.13,22
2101_516069_516055,23.63,1
441_501050_501150,34.94,11
2121_514417_514372,32.32,347
3192_511082_511059,15.55,1
2401_514397_514134,31.43,287
2121_514417_514370,10.27,6
2212_513113_513251,33.19,3
385_514292_514291,11.58,101
2121_515023_500103,18.12,1
2274_500600_500951,14.31,1
452_502351_500603,12.36,77
3133_511226_502310,0.23,1
131_500700_500650,32.28,538
3131_511456_511107,21.37,13
421_502051_501855,19.87,14
3191_502314_511206,20.50,1
2274_512043_502551,31.26,4
3191_502314_511204,28.13,3
385_514290_514530,32.04,2
2521_512115_513225,54.59,1
142_514209_514429,26.11,415
2242_512147_512072,18.44,109
2101_516069_516068,18.32,403
2524_516094_518084,42.41,1
2101_516069_516066,14.36,2
3192_511082_511061,14.43,36
3192_511082_511062,20.82,280
385_514292_514293,20.16,301
2242_513222_514313,15.10,84
437_504009_500602,0.47,1
3172_511126_511122,67.93,1
2524_515171_515146,10.73,18
2471_515021_514379,24.14,465
3172_511126_511124,39.90,8
3172_511126_511125,24.09,4
334_513068_513021,0.86,2
2801_519091_519281,12.87,97
3172_511126_511127,29.54,32
282_518136_518133,2.75,1
282_518136_518134,20.80,1
131_500700_500601,19.64,77
347_514200_514428,42.78,672
347_514195_514200,1.57,1
282_518136_518135,12.90,88
2211_515214_511106,66.52,1
272_501405_501502,24.73,1
1571_502651_502601,16.88,149
2101_516069_516071,31.41,18
2524_515003_516083,14.77,1
2521_512020_502401,15.77,85
2524_515171_515153,6.05,2
272_512206_512021,32.04,398
347_500151_500156,15.22,609
2521_515058_515121,16.50,1
305_519166_519165,17.04,112
2521_515058_515120,13.06,1
3442_514556_500166,48.81,1
441_501150_501200,32.97,424
2301_513257_513253,13.04,52
2301_513257_513251,25.95,2
305_519289_519162,18.97,123
3411_514037_514035,21.81,411
3411_514037_514033,19.00,105
282_512181_500102,15.68,3
303_519082_519083,23.34,358
303_519082_519081,29.21,1
2841_514482_514481,30.30,29
427_502550_512144,11.88,99
2471_516239_516241,30.09,450
3371_513083_513082,11.83,16
3371_513083_513084,37.60,354
303_519082_519086,22.98,1
2121_514415_502600,32.39,228
2471_516239_516242,27.79,1
3192_511052_511379,12.22,66
2274_517110_517111,21.33,321
3781_517029_517254,36.18,3
2274_512178_500600,31.05,5
3411_514037_514036,35.55,10
2402_514112_500150,2.29,1
3121_511352_511369,0.06,2
2274_517110_517109,4.40,108
357_514495_514494,8.34,7
2121_514401_514157,24.91,459
2524_515003_516097,55.46,1
271_511489_511100,42.23,1
272_511235_516070,23.43,1
3191_502314_511252,12.10,5
131_500500_500450,16.22,43
1472_501653_501703,12.73,215
2211_516267_516244,20.56,346
2473_515063_515050,45.03,1
2472_516240_503001,36.19,1
2473_515063_515046,15.04,31
373_517129_517096,11.69,2
3721_517248_517222,21.93,1
2473_515063_515048,35.41,134
2242_514313_514121,31.64,50
2473_515063_515049,32.74,8
131_500200_500250,32.26,608
370_519108_519264,34.64,211
2401_514119_519054,0.55,1
2121_513152_513151,12.38,112
2801_518169_518189,26.32,96
2121_513152_513153,31.25,405
2211_515161_511271,66.50,1
357_514074_514075,18.19,225
2273_501150_518024,39.11,1
304_519131_519103,89.52,1
3122_511289_511290,7.22,21
3721_517248_517224,13.69,1
322_512121_512120,5.11,52
2402_519049_513123,10.30,1
373_517129_517090,7.43,98
282_513102_513100,1.36,1
272_516052_516177,21.13,2
282_513102_513101,20.70,72
2102_516078_519021,23.67,19
2211_516267_516245,28.35,4
2301_512117_512017,1.61,1
4272_519117_501652,24.93,182
2301_513257_513259,30.21,2
272_516254_516072,21.35,1
2801_518174_518090,39.71,1
2473_502103_514443,23.30,1
2211_516267_516266,9.69,36
2471_515030_515029,16.23,111
332_513209_513166,20.79,2
2841_514233_514481,21.41,296
2211_518082_518154,19.62,383
2211_518082_518152,27.21,43
304_519103_519131,45.80,2
282_512081_512034,42.15,239
304_519103_519132,32.09,1
332_513209_513164,23.50,415
2274_519027_517108,7.86,120
427_512181_512182,35.77,1
1571_501000_501850,26.89,1
304_519103_519133,25.23,19
142_514467_514021,19.13,72
142_514467_514020,16.67,1
3172_511126_511111,17.84,1
2121_514443_514431,0.38,1
3721_517248_517204,16.89,1
3442_514358_514359,19.65,267
2841_514233_514468,40.52,1
2301_500251_500600,16.17,1
2841_514379_514232,35.83,1
272_516254_516052,27.12,374
272_516254_516054,27.61,3
140_501251_501101,44.51,1
2402_500751_501552,11.01,169
2273_516048_518027,3.99,1
2472_500154_518147,33.77,1
282_514386_513127,44.46,1
2524_512023_502350,20.78,725
2801_518174_518039,19.31,112
2473_516128_516127,30.93,56
2521_514318_514317,24.51,85
2521_514318_514319,20.99,213
2273_501101_518153,0.48,1
2141_511416_511417,30.85,141
2141_511490_515061,3.20,1
2212_513290_513035,14.80,147
421_501950_501702,20.25,1
142_514021_514020,18.09,22
306_519185_519204,27.86,332
2301_512017_513263,27.55,426
2301_512017_513261,16.63,23
3781_517083_517255,29.92,109
3781_517083_517253,13.30,2
2301_512017_513267,47.35,1
2521_512115_513249,25.12,1
3172_511131_511251,44.63,1
3192_511082_511083,25.51,2
2121_513152_513163,0.33,1
2273_501150_518031,26.26,348
3781_517083_517227,6.78,1
3124_511499_511500,16.54,141
3141_511249_511346,27.36,483
353_515194_515060,18.82,26
373_517129_517076,0.21,1
3452_514314_514386,28.30,16
2842_514379_503007,13.48,3
140_501300_501350,36.80,647
2471_517013_501752,16.27,602
427_502550_500106,7.58,1
357_514495_514404,38.44,174
427_519117_501800,1.59,1
2801_518174_518041,65.46,1
272_501552_500603,23.01,440
2473_515063_515040,40.92,4
3413_514196_514195,13.82,37
217_511020_511361,29.60,1
304_519103_519104,30.96,257
304_519103_519105,23.11,31
3141_511265_502302,14.37,381
1571_502851_502751,1.37,2
2101_500900_516078,10.28,1
441_501050_501100,24.98,463
2211_518033_518035,34.00,226
2273_516044_516042,10.88,4
282_512134_512081,13.70,280
2402_519034_519035,26.59,342
2211_511100_502315,20.88,1
377_516142_516141,11.96,1
357_514548_514249,26.17,165
2101_516050_511348,14.79,81
2471_501850_516134,0.08,1
377_516142_516143,34.44,254
2273_502100_502050,8.39,138
318_511132_511334,42.90,6
421_500800_501002,14.18,3
427_501854_501800,10.46,176
2471_515029_516093,38.20,1
2521_515121_515060,26.57,1
2841_514279_514232,34.56,308
2841_514279_514233,37.66,3
2473_502103_502650,110.56,1
2841_500165_514023,13.21,4
2212_514002_513048,28.19,1
2273_513062_513103,3.74,1
304_519096_519263,7.82,34
318_511334_511232,15.65,27
3132_511273_511272,17.14,115
2521_515121_515059,24.03,1
2402_513123_513291,19.50,339
2521_515121_515058,18.65,4
370_519264_519109,26.65,215
131_500400_500300,48.08,1
370_519264_519108,28.63,67
2841_500165_514056,7.21,1
2842_514073_514421,24.84,471
2273_513062_513111,32.59,383
3372_513106_513099,9.10,2
2273_513062_513113,34.21,3
3452_514314_514460,12.41,2
3372_513106_513096,0.08,1
2472_516009_516240,42.43,8
427_501951_502101,7.12,133
376_517063_517172,15.31,196
3372_513106_513098,11.37,2
282_514386_513222,26.02,4
2472_518013_516240,19.45,66
3372_513106_513097,32.23,1
2842_514073_514427,43.52,1
2273_516044_516018,35.96,312
282_513148_514312,0.24,1
322_512091_512092,25.97,236
2121_500103_514097,1.85,1
322_512091_512090,6.75,13
2212_516192_511275,33.73,69
3372_513106_513083,82.99,1
3372_513106_513082,21.98,329
2521_518151_514320,20.67,68
2841_500165_514053,11.52,1
2801_518069_518126,26.52,111
3372_513106_513085,8.37,6
3372_513106_513084,24.89,2
2472_516237_516005,16.47,402
2472_516237_516006,31.68,8
2472_516237_516007,24.71,1
336_513215_513058,34.48,2
318_511334_511256,27.93,1
318_511341_511136,0.24,1
318_511341_511135,37.35,103
2473_515139_516097,6.40,13
272_516233_517212,19.96,39
421_501001_502401,36.90,1
2402_514218_514112,31.47,5
2274_501001_519031,11.37,121
2104_511422_511301,19.97,85
2121_514155_500160,33.60,1
272_519021_516078,27.33,318
1571_502951_502801,2.21,1
272_519021_516077,29.33,1
318_511341_511184,47.08,7
140_501151_501051,32.14,1
271_516232_511425,49.79,1
272_501452_500603,32.12,2
2841_514279_514273,41.00,2
2401_501550_519141,10.01,1
375_517218_517229,20.67,463
375_517221_517230,25.99,32
2242_514157_514154,15.44,1
322_512065_512187,31.29,7
3411_514042_514054,36.26,1
2241_514013_513103,23.38,371
2102_516221_516219,24.13,334
2102_516221_516217,8.98,2
2102_516221_516215,29.05,1
2102_516218_516216,16.14,66
2102_516218_516214,13.75,4
2402_513130_513132,6.59,59
3122_511289_511166,17.92,1
2241_514401_514080,25.00,2
3122_511289_511163,11.82,24
352_515196_515023,26.59,2
318_511257_511252,33.12,72
2301_512017_512117,29.87,1
2841_500165_514021,39.04,2
2841_500165_514020,24.37,378
3172_511124_511344,7.32,1
3172_511124_511343,40.31,2
2273_516028_502303,31.70,1
2141_511281_502301,16.18,2
2101_516051_516053,15.90,114
2473_515139_516087,17.67,1
2212_518030_514409,18.60,2
2402_519034_519049,5.40,30
2212_518164_516120,70.75,1
2101_516051_516049,32.82,360
427_519117_501652,29.06,390
376_517059_500058,21.29,3
2104_516220_501451,24.31,1
421_501552_501001,11.01,1
437_504009_500400,46.52,1
271_511423_516146,19.27,1
2274_517105_517008,42.52,3
2402_514218_514152,37.43,380
2274_517105_517007,35.33,314
2473_515142_515143,40.75,234
2101_519026_519290,11.64,102
3011_512001_512133,12.62,33
131_500451_501550,39.44,1
2273_519019_519017,12.38,407
3372_513097_513098,25.33,280
2471_514374_500154,6.81,2
3372_513097_513099,22.86,2
2273_519019_519015,22.22,2
2211_511098_511323,16.68,95
3372_513097_513096,8.65,67
3441_514186_514468,24.49,581
140_501351_501051,0.84,1
2521_512057_512195,3.25,29
2521_512057_512194,19.02,1
2471_514278_514374,17.84,1
2211_516244_516268,20.38,1
371_517020_517231,20.38,16
2211_516244_516267,13.79,81
2471_514278_514376,12.80,118
2211_511098_511319,10.49,1
352_515247_515136,13.39,1
2101_516079_502303,0.09,1
3191_511209_511181,35.80,241
1571_502751_502801,27.39,611
2121_512209_513262,41.59,5
2241_513203_513112,35.78,304
243_513009_513159,22.31,1
243_513009_513158,35.10,138
2211_511099_516081,41.20,1
3411_514042_514041,13.60,125
3411_514042_514044,20.62,1
355_514415_514379,17.70,29
272_513267_513264,24.80,1
2102_516218_516220,24.32,230
2121_512209_513260,15.04,1
2141_514371_514431,16.57,6
272_513267_513269,27.42,300
2242_512152_512024,16.78,8
421_501701_501753,10.30,317
272_519142_516077,3.26,1
272_519142_516078,23.55,24
421_502151_501951,41.65,4
2211_516244_516245,28.62,282
2473_514372_514374,13.80,6
271_511422_511423,31.81,261
271_511422_511421,7.61,16
140_501500_501450,9.23,305
322_512065_512122,19.52,3
322_512065_512120,21.45,11
3122_511168_511169,17.06,429
140_500851_500950,35.03,716
2471_517007_516137,30.02,11
2241_514013_514414,11.58,114
3122_511168_511167,9.47,99
2104_516005_516006,29.72,285
355_514213_514486,21.80,1
377_516142_516185,25.18,1
333_513277_513029,41.62,3
2211_515025_515146,0.64,1
357_514246_514484,11.02,1
140_501100_501150,35.42,633
2241_500103_514156,11.46,2
322_512091_512029,16.38,2
2521_514316_513225,11.09,1
2473_517175_517006,26.99,369
357_514246_514482,22.31,18
3124_511434_511286,23.85,1
306_519041_519200,22.51,1
2273_513013_513105,33.82,1
385_514287_514367,33.48,3
1571_502751_502851,22.51,4
3372_500251_513199,56.08,1
377_516186_516185,23.90,36
3372_500251_513197,22.72,9
377_516186_516187,22.88,244
306_519041_519202,11.47,51
3011_501451_501502,23.43,304
2524_515003_516103,21.95,495
352_515196_515070,24.61,1
2242_513236_512208,21.76,4
3131_502312_511033,15.32,2
355_514485_514277,23.03,1
373_517163_500056,11.73,1
3411_514467_514023,18.93,470
3124_511434_511292,3.15,2
3411_514467_514024,17.41,2
2402_513093_513292,0.10,1
3411_514467_514021,34.88,68
357_514546_514545,14.74,35
357_514546_514544,16.54,26
357_514546_514543,26.64,1
2841_514235_514236,27.32,2
2274_517109_519288,9.85,108
3192_511075_511380,20.83,1
282_518136_518077,16.06,2
2524_516081_515140,55.31,2
2212_514001_518030,31.00,2
2841_514235_514233,31.92,1
321_513042_513045,34.42,2
321_513042_513046,32.00,1
441_501101_500163,16.61,3
321_513042_513041,8.68,45
2121_513040_504008,45.72,1
421_501552_502351,23.99,8
321_513042_513043,19.51,342
333_513277_513041,22.20,1
322_512065_500110,6.94,1
2274_517110_517190,12.19,1
2473_515061_515237,36.06,2
2521_515058_515059,21.11,144
2211_515025_515138,25.77,354
2243_514027_514026,7.10,9
131_500400_500350,12.56,170
2211_515025_515141,24.28,79
2521_515058_515060,34.63,3
333_513293_504005,5.86,5
2524_516081_515139,9.51,1
217_511496_511196,36.41,20
271_511090_501851,19.22,1
2524_501501_501452,10.00,220
333_513277_513030,9.90,36
131_500500_500602,21.40,664
431_500251_504016,37.18,1
2212_514399_514003,44.82,1
2121_514443_514384,27.78,330
306_519192_519038,37.19,1
2472_500154_518060,22.47,2
441_501150_501100,10.44,89
2473_516127_511309,26.36,6
2102_511102_516225,34.20,1
421_502051_501701,14.12,1
3721_517278_517039,23.69,117
140_501300_501250,7.86,190
2101_501552_516073,11.09,2
3721_517278_517038,20.96,289
322_512121_512090,41.67,1
3721_517278_517037,18.25,89
2101_511012_511008,37.28,306
2101_511012_511006,50.07,2
376_517015_500058,9.47,377
2104_516149_516218,0.91,1
306_519192_519041,51.62,1
2212_514399_514010,17.79,165
2212_514399_514012,0.65,1
2101_501552_516077,33.46,1
243_513161_513159,34.83,1
2101_501552_516078,10.69,1
2242_514129_514125,22.40,353
2121_514443_514373,31.70,5
282_512181_512035,39.84,267
3441_514056_500168,22.56,434
2121_514443_514377,7.32,44
333_504005_513029,14.92,1
353_515190_514302,35.93,1
2212_518147_518148,29.55,361
2472_500154_518058,14.39,1
322_512121_512089,17.80,260
2242_514129_514131,26.58,31
2121_514401_514095,25.11,1
243_513161_513160,4.55,3
243_513161_513162,40.00,145
306_519192_519052,4.23,2
2212_514011_514013,17.46,432
306_519192_519051,13.50,2
2301_513260_512004,40.82,392
2121_514401_514098,1.78,2
318_502313_511251,24.56,10
2211_511033_511226,20.40,134
2121_514401_514099,37.94,1
3192_511049_511048,29.83,2
3141_511249_511261,18.25,158
2473_515237_515238,41.92,266
2402_514116_514115,16.56,7
2121_511284_511279,7.84,135
2121_511284_511281,21.47,386
2212_514011_514009,25.50,49
2242_514411_514347,31.60,22
142_514209_514535,8.80,58
2121_514401_514080,13.98,9
3452_514463_514461,18.73,1
2101_501552_516057,38.61,2
3452_514463_514462,22.33,27
2212_514011_514002,103.75,1
3452_514463_514464,19.40,196
243_513158_513159,20.41,167
333_504005_513052,30.68,3
333_504005_513051,54.53,1
282_512181_512014,23.95,73
333_504005_513044,0.23,1
3452_514386_514019,13.19,80
2211_516093_516267,35.85,1
2211_516093_516266,12.68,1
3141_511249_511250,3.40,7
2211_516093_516268,19.33,358
2101_516049_511008,26.70,1
373_517162_517045,28.03,475
3131_511456_511228,2.48,1
2473_516127_511315,45.78,1
3192_511463_511084,26.07,1
272_516058_519022,29.47,1
2212_516169_518149,32.84,2
373_517162_517046,36.69,21
318_502313_511232,9.47,1
2273_514002_501151,12.60,3
2841_514235_514271,23.24,285
3192_511049_511051,6.52,1
3452_514463_514450,12.04,2
3192_511049_511050,20.60,271
333_504005_513041,1.39,1
333_504005_513043,5.37,3
2241_513203_513058,10.43,46
2242_512133_514312,12.68,1
431_502102_501950,13.58,100
3192_511463_511075,21.47,53
3124_511499_511488,15.35,1
2243_513111_513113,29.56,102
243_514401_500155,9.24,24
2274_500951_500900,11.46,167
306_519185_519182,16.17,1
306_519185_519181,14.94,1
217_511043_511361,13.19,2
385_518113_500167,27.94,1
376_517058_517014,8.97,208
421_502051_501753,39.04,1
355_514183_514469,16.14,164
306_519041_519289,32.11,348
2104_516149_516256,0.05,1
3122_511168_511170,17.96,4
306_519185_519184,8.33,5
376_517014_517015,28.61,2
3132_511271_511467,0.11,1
2211_516093_516245,18.52,94
3122_511171_511175,12.91,1
3192_511463_511068,28.00,1
3122_511171_511173,15.09,9
3192_511463_511066,26.08,256
2242_514411_514345,25.42,439
282_518157_518161,9.33,2
2521_503003_515118,25.00,2
2211_518045_516093,28.56,1
2301_513257_512003,40.36,382
2273_514002_513105,27.24,1
3122_511168_511182,16.28,2
2524_512021_512020,14.88,206
2524_512021_512022,17.81,369
2301_512117_513263,19.39,53
3172_511126_511021,54.55,1
2301_512117_513269,27.54,2
2301_512117_513267,18.31,494
2141_515013_515020,21.51,7
2121_516230_515143,11.43,134
2141_515013_515021,36.20,124
305_519289_519043,24.93,283
375_517188_517186,44.32,1
375_517188_517187,15.91,23
3721_517278_517015,0.66,1
375_517188_517189,33.70,355
427_502550_512022,2.68,1
2212_513013_513103,27.43,1
1472_500150_501051,15.97,97
427_502550_512023,12.09,1
2301_512117_513259,33.80,1
2273_514002_514409,21.90,321
2841_502701_502651,9.57,81
2104_516149_516255,22.39,229
2102_511103_511239,33.51,1
375_517188_517176,36.54,1
2212_513013_513111,34.19,4
2471_514415_514076,34.30,461
352_515247_515158,0.57,1
3121_517276_511369,19.57,244
3372_500251_513201,7.20,2
353_515194_515126,26.46,266
2212_516170_516171,32.95,398
2524_516103_518084,40.91,1
3124_511499_511445,16.90,6
3124_511499_511446,9.85,1
2521_515040_515238,11.11,6
352_515019_515011,37.44,100
352_515019_515015,25.09,1
336_513215_513001,4.79,1
282_512081_512134,13.22,44
306_519266_519071,23.12,65
2212_514002_514409,23.01,342
306_519266_519072,33.62,1
333_513275_513294,15.92,12
353_515190_514381,44.71,1
376_517014_517058,15.80,528
376_517014_517059,26.50,66
427_519117_501702,33.18,1
271_516128_516172,9.77,15
2121_504015_500203,17.04,181
431_504019_501950,48.12,1
427_502550_512014,9.78,1
140_501251_501201,21.66,782
2212_514002_514410,51.03,2
1472_501000_501802,10.79,1
282_514386_513291,21.59,2
217_511496_511215,27.61,104
3121_511368_511400,13.81,17
333_513275_513293,12.05,307
3121_511368_511401,17.70,2
282_518157_518159,11.30,1
347_514467_500156,26.48,2
2402_500151_501050,38.01,18
282_518157_518158,20.99,237
371_517017_517228,10.69,57
2241_513231_513014,23.82,347
3192_511052_511461,35.44,1
131_500300_500400,18.21,2
2521_513230_513229,20.44,52
3122_511171_511172,18.89,534
2521_515012_515238,38.66,146
375_517218_517216,30.78,1
333_513275_513276,6.99,1
282_518157_518143,29.62,2
3124_511499_511437,7.10,1
2273_516048_518154,22.47,291
2273_516048_518153,8.47,1
3781_517164_517076,26.53,135
3124_511499_511435,4.24,1
2212_516170_516169,16.55,150
2212_516170_516168,5.18,1
2241_514401_514157,25.07,382
3124_511499_511441,19.23,1
2212_514002_513105,37.70,1
3124_511499_511442,17.11,19
271_511468_511106,14.63,2
272_516254_516177,36.37,1
2521_515040_515202,4.58,1
217_511215_511496,7.56,5
2242_512133_514314,4.51,2
140_501300_501200,10.55,2
2473_515040_515062,32.57,286
2473_515040_515063,17.88,1
375_517218_517217,8.99,10
375_517218_517219,12.04,3
142_500751_512022,21.24,1
2273_513290_513309,12.77,1
2274_512043_512044,31.32,354
2101_516049_511012,24.07,366
2471_515021_514415,15.68,1
2211_518085_502351,58.61,1
2274_512043_512042,24.50,16
243_514082_514080,18.79,63
2212_516170_516139,41.55,1
441_501201_501251,11.55,140
2102_501000_501400,8.71,75
2521_515116_503004,37.85,1
318_502313_511221,61.11,4
3192_511077_511053,17.98,56
3192_511077_511052,19.90,2
3122_511350_511170,5.65,209
305_519043_519112,23.80,308
2273_501101_518030,27.67,373
3372_513106_513038,33.91,1
2521_515121_515122,14.15,144
3121_511449_511369,7.87,13
2521_515121_515120,10.15,48
3422_514068_500164,38.85,1
2101_511011_516050,61.21,1
385_518114_518115,35.51,245
3413_514196_514054,42.93,1
353_514368_514381,18.62,19
272_516052_516254,19.48,109
2472_518164_503006,29.18,463
370_517196_517064,11.01,226
243_514082_514095,23.90,172
3192_511049_511073,13.36,104
385_518114_518113,23.39,75
2841_514026_514554,31.99,1
324_512175_512155,13.22,97
3192_511049_511070,44.87,2
2243_513013_513062,24.72,118
311_511213_512002,27.42,472
3372_513102_500251,3.23,1
2472_500154_518004,38.15,1
373_517162_517076,0.15,1
2472_500154_518009,26.19,1
2273_514399_514408,40.63,1
3191_511209_511212,19.72,1
2241_513231_513063,12.56,30
2472_518003_518004,15.30,2
3192_511077_511079,14.99,1
376_517014_517060,16.81,1
3192_511077_511078,19.15,302
427_502401_512021,13.93,2
243_514098_514082,39.08,1
2212_518049_518051,25.36,65
3131_511019_511324,26.58,338
324_512175_512165,0.16,1
355_514081_514415,30.20,48
142_512023_500751,0.96,1
355_514081_514433,47.50,1
243_514098_514099,35.61,151
353_515190_514368,14.12,1
3372_513199_513198,5.67,31
2472_518003_518006,33.53,346
2471_515030_516268,1.34,1
376_517058_517061,29.62,1
3191_511209_511204,27.33,1
376_517058_517062,24.38,17
376_517058_517060,23.39,539
3172_511131_511112,50.41,136
3172_511131_511113,55.92,3
